message,attributes,tags,timestamp
"  File ""/usr/local/lib/python3.11/site-packages/rest_framework/views.py"", line 515, in dispatch","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012925371Z
    response = self.handle_exception(exc),"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012929440Z
               ^^^^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012932510Z
"  File ""/usr/local/lib/python3.11/site-packages/rest_framework/views.py"", line 475, in handle_exception","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012935610Z
    self.raise_uncaught_exception(exc),"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012938820Z
"  File ""/usr/local/lib/python3.11/site-packages/rest_framework/views.py"", line 486, in raise_uncaught_exception","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012942400Z
    raise exc,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012945570Z
"  File ""/usr/local/lib/python3.11/site-packages/rest_framework/views.py"", line 512, in dispatch","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012948990Z
"    response = handler(request, *args, **kwargs)","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012954010Z
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012957660Z
"  File ""/app/crm_app/views.py"", line 153, in post","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012962420Z
    from crm_app.whatsapp_webhook_handler import processar_webhook_whatsapp,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012965380Z
"  File ""/app/crm_app/whatsapp_webhook_handler.py"", line 483","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012968530Z
    try:,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012971460Z
IndentationError: unexpected indent,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012974520Z
"ERROR 2026-01-30 08:02:40,362 log Internal Server Error: /api/crm/webhook-whatsapp/","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012977290Z
Traceback (most recent call last):,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012980770Z
"  File ""/usr/local/lib/python3.11/site-packages/django/core/handlers/exception.py"", line 55, in inner","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012984990Z
    response = get_response(request),"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012988440Z
               ^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012992240Z
"  File ""/usr/local/lib/python3.11/site-packages/django/core/handlers/base.py"", line 197, in _get_response","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012995970Z
"    response = wrapped_callback(request, *callback_args, **callback_kwargs)","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.012999020Z
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.013003280Z
"  File ""/usr/local/lib/python3.11/site-packages/django/views/decorators/csrf.py"", line 65, in _view_wrapper","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.013006629Z
"    return view_func(request, *args, **kwargs)","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.013010799Z
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.013016069Z
"  File ""/usr/local/lib/python3.11/site-packages/django/views/generic/base.py"", line 104, in view","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.013020599Z
"    return self.dispatch(request, *args, **kwargs)","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.013025389Z
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.013030539Z
"  File ""/usr/local/lib/python3.11/site-packages/rest_framework/views.py"", line 515, in dispatch","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.013035229Z
    response = self.handle_exception(exc),"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.013039689Z
               ^^^^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.013043999Z
"  File ""/usr/local/lib/python3.11/site-packages/rest_framework/views.py"", line 475, in handle_exception","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.013048709Z
    self.raise_uncaught_exception(exc),"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.013052369Z
"  File ""/usr/local/lib/python3.11/site-packages/rest_framework/views.py"", line 486, in raise_uncaught_exception","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.013056199Z
    raise exc,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.013060209Z
"  File ""/usr/local/lib/python3.11/site-packages/rest_framework/views.py"", line 512, in dispatch","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.013065129Z
"    response = handler(request, *args, **kwargs)","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.013069589Z
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.013073409Z
"  File ""/app/crm_app/views.py"", line 153, in post","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.013077179Z
    from crm_app.whatsapp_webhook_handler import processar_webhook_whatsapp,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.013081198Z
"  File ""/app/crm_app/whatsapp_webhook_handler.py"", line 483","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.013085138Z
    try:,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.013088558Z
IndentationError: unexpected indent,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.013092008Z
"ERROR 2026-01-30 08:02:40,404 log Internal Server Error: /api/crm/webhook-whatsapp/","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.013095548Z
Traceback (most recent call last):,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.013099228Z
"  File ""/usr/local/lib/python3.11/site-packages/django/core/handlers/exception.py"", line 55, in inner","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.013102738Z
    response = get_response(request),"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.013105998Z
               ^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.013109268Z
"  File ""/usr/local/lib/python3.11/site-packages/django/core/handlers/base.py"", line 197, in _get_response","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.013112518Z
"    response = wrapped_callback(request, *callback_args, **callback_kwargs)","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.013117428Z
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.013120978Z
"  File ""/usr/local/lib/python3.11/site-packages/django/views/decorators/csrf.py"", line 65, in _view_wrapper","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.013124158Z
"    return view_func(request, *args, **kwargs)","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.013127848Z
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.013130978Z
"  File ""/usr/local/lib/python3.11/site-packages/django/core/handlers/exception.py"", line 55, in inner","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.013783309Z
    response = get_response(request),"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.013789949Z
               ^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.013793979Z
"  File ""/usr/local/lib/python3.11/site-packages/django/core/handlers/base.py"", line 197, in _get_response","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.013798239Z
"    response = wrapped_callback(request, *callback_args, **callback_kwargs)","{""level"":""error""}","{""project"":""7171eee1-2c6e-446a-b7a9-880d3786c51a"",""environment"":""8f157a2b-2cad-4084-8cd4-dc384f810fa5"",""service"":""4e96e4c9-648b-43c2-ad1f-68614ff2a013"",""deployment"":""da785e62-ee1b-4cbd-91e5-8a2183d32a42"",""replica"":""d902780a-8daf-468b-b1e1-a885a0289084""}",2026-01-30T11:02:43.013801859Z
